Ref,Theta,Error,Esfuerzo
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
0.000000,0.440000,-0.440000,-0.090000
6.280000,0.000000,6.280000,1.230000
6.280000,0.020000,6.270000,1.230000
6.280000,0.060000,6.220000,1.210000
6.280000,0.150000,6.130000,1.180000
6.280000,0.270000,6.010000,1.160000
6.280000,0.410000,5.870000,1.130000
6.280000,0.580000,5.710000,1.090000
6.280000,0.760000,5.530000,1.050000
6.280000,0.950000,5.330000,1.010000
6.280000,1.160000,5.120000,0.970000
6.280000,1.380000,4.910000,0.930000
6.280000,1.600000,4.680000,0.880000
6.280000,1.830000,4.460000,0.840000
6.280000,2.060000,4.230000,0.790000
6.280000,2.290000,4.000000,0.750000
6.280000,2.520000,3.760000,0.700000
6.280000,2.760000,3.530000,0.660000
6.280000,2.990000,3.290000,0.610000
6.280000,3.220000,3.060000,0.560000
6.280000,3.450000,2.830000,0.520000
6.280000,3.680000,2.600000,0.480000
6.280000,3.900000,2.380000,0.430000
6.280000,4.120000,2.160000,0.390000
6.280000,4.330000,1.950000,0.350000
6.280000,4.540000,1.740000,0.310000
6.280000,4.740000,1.540000,0.270000
6.280000,4.940000,1.350000,0.240000
6.280000,5.120000,1.160000,0.200000
6.280000,5.300000,0.980000,0.170000
6.280000,5.480000,0.800000,0.130000
6.280000,5.650000,0.640000,0.100000
6.280000,5.800000,0.480000,0.070000
6.280000,5.950000,0.330000,0.040000
6.280000,6.090000,0.190000,0.020000
6.280000,6.220000,0.070000,0.000000
6.280000,6.320000,-0.040000,-0.020000
6.280000,6.420000,-0.130000,-0.040000
6.280000,6.500000,-0.210000,-0.050000
6.280000,6.570000,-0.280000,-0.060000
6.280000,6.630000,-0.340000,-0.070000
6.280000,6.680000,-0.390000,-0.080000
6.280000,6.720000,-0.440000,-0.090000
6.280000,6.760000,-0.470000,-0.100000
6.280000,6.790000,-0.500000,-0.100000
6.280000,6.810000,-0.530000,-0.110000
6.280000,6.830000,-0.550000,-0.110000
6.280000,6.850000,-0.560000,-0.110000
6.280000,6.860000,-0.580000,-0.110000
6.280000,6.870000,-0.590000,-0.120000
6.280000,6.880000,-0.600000,-0.120000
6.280000,6.880000,-0.600000,-0.120000
6.280000,6.880000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
6.280000,6.890000,-0.600000,-0.120000
0.520000,6.890000,-6.360000,-1.240000
0.520000,6.870000,-6.350000,-1.240000
0.520000,6.820000,-6.300000,-1.220000
0.520000,6.730000,-6.210000,-1.200000
0.520000,6.610000,-6.090000,-1.170000
0.520000,6.470000,-5.950000,-1.140000
0.520000,6.300000,-5.780000,-1.110000
0.520000,6.120000,-5.600000,-1.070000
6.280000,-0.320000,6.600000,1.340000
6.280000,-0.610000,6.890000,1.380000
6.280000,-0.820000,7.110000,1.420000
6.280000,-0.960000,7.240000,1.430000
6.280000,-1.030000,7.310000,1.440000
6.280000,-1.040000,7.330000,1.430000
6.280000,-1.000000,7.290000,1.420000
6.280000,-0.920000,7.200000,1.390000
6.280000,-0.800000,7.080000,1.370000
6.280000,-0.650000,6.930000,1.330000
6.280000,-0.470000,6.750000,1.290000
6.280000,-0.270000,6.550000,1.250000
6.280000,-0.050000,6.340000,1.210000
6.280000,0.180000,6.100000,1.160000
6.280000,0.430000,5.850000,1.110000
6.280000,0.690000,5.600000,1.060000
6.280000,0.950000,5.340000,1.010000
6.280000,1.220000,5.070000,0.950000
6.280000,1.490000,4.800000,0.900000
6.280000,1.760000,4.520000,0.840000
6.280000,2.040000,4.240000,0.790000
6.280000,2.310000,3.970000,0.740000
6.280000,2.590000,3.690000,0.680000
6.280000,2.860000,3.420000,0.630000
6.280000,3.130000,3.150000,0.580000
6.280000,3.400000,2.890000,0.530000
6.280000,3.650000,2.630000,0.480000
6.280000,3.910000,2.370000,0.430000
6.280000,4.150000,2.130000,0.380000
6.280000,4.390000,1.890000,0.340000
6.280000,4.630000,1.660000,0.290000
6.280000,4.850000,1.430000,0.250000
6.280000,5.070000,1.220000,0.210000
6.280000,5.270000,1.010000,0.170000
6.280000,5.470000,0.810000,0.130000
6.280000,5.660000,0.620000,0.090000
6.280000,5.840000,0.440000,0.060000
6.280000,6.010000,0.280000,0.030000
6.280000,6.160000,0.120000,0.000000
6.280000,6.300000,-0.020000,-0.020000
6.280000,6.420000,-0.140000,-0.040000
6.280000,6.530000,-0.240000,-0.060000
6.280000,6.620000,-0.330000,-0.080000
6.280000,6.700000,-0.410000,-0.090000
6.280000,6.760000,-0.480000,-0.100000
6.280000,6.820000,-0.540000,-0.110000
6.280000,6.870000,-0.590000,-0.120000
6.280000,6.920000,-0.630000,-0.130000
6.280000,6.950000,-0.670000,-0.130000
6.280000,6.980000,-0.700000,-0.140000
6.280000,7.000000,-0.720000,-0.140000
6.280000,7.020000,-0.740000,-0.150000
6.280000,7.040000,-0.750000,-0.150000
6.280000,7.050000,-0.770000,-0.150000
6.280000,7.060000,-0.780000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.070000,-0.790000,-0.150000
6.280000,7.080000,-0.790000,-0.160000
6.280000,7.100000,-0.820000,-0.160000
6.280000,7.170000,-0.890000,-0.180000
6.280000,7.290000,-1.010000,-0.220000
6.280000,7.500000,-1.220000,-0.280000
6.280000,7.770000,-1.480000,-0.330000
6.280000,7.990000,-1.710000,-0.360000
6.280000,8.180000,-1.900000,-0.400000
6.280000,8.330000,-2.050000,-0.420000
6.280000,8.450000,-2.170000,-0.440000
6.280000,8.540000,-2.260000,-0.450000
6.280000,8.610000,-2.320000,-0.460000
6.280000,8.650000,-2.360000,-0.470000
6.280000,8.660000,-2.380000,-0.470000
6.280000,8.660000,-2.380000,-0.470000
6.280000,8.650000,-2.360000,-0.460000
6.280000,8.610000,-2.330000,-0.450000
6.280000,8.570000,-2.290000,-0.440000
6.280000,8.530000,-2.240000,-0.430000
6.280000,8.470000,-2.190000,-0.420000
6.280000,8.410000,-2.120000,-0.410000
6.280000,8.340000,-2.060000,-0.390000
6.280000,8.270000,-1.980000,-0.380000
6.280000,8.190000,-1.910000,-0.360000
6.280000,8.110000,-1.830000,-0.350000
6.280000,8.030000,-1.750000,-0.330000
6.280000,7.960000,-1.670000,-0.320000
6.280000,7.870000,-1.590000,-0.300000
6.280000,7.790000,-1.510000,-0.280000
6.280000,7.710000,-1.430000,-0.270000
6.280000,7.630000,-1.350000,-0.250000
6.280000,7.550000,-1.260000,-0.240000
6.280000,7.470000,-1.180000,-0.220000
6.280000,7.390000,-1.110000,-0.210000
